Time	Ch1
0E-13	1.293860E+0
8.000000E-7	1.725125E+0
0.0000016000000	1.854504E+0
0.0000024000000	1.897631E+0
0.0000032000000	1.940757E+0
0.0000040000000	1.940757E+0
0.0000048000000	1.897631E+0
0.0000056000000	1.940757E+0
0.0000064000000	1.940757E+0
0.0000072000000	1.940757E+0
0.0000080000000	1.983884E+0
0.0000088000000	1.983884E+0
0.0000096000000	1.983884E+0
0.0000104000000	1.940757E+0
0.0000112000000	1.983884E+0
0.0000120000000	1.983884E+0
0.0000128000000	1.940757E+0
0.0000136000000	1.983884E+0
0.0000144000000	1.940757E+0
0.0000152000000	1.983884E+0
0.0000160000000	1.983884E+0
0.0000168000000	1.983884E+0
0.0000176000000	1.983884E+0
0.0000184000000	1.983884E+0
0.0000192000000	1.983884E+0
0.0000200000000	1.940757E+0
0.0000208000000	1.983884E+0
0.0000216000000	1.983884E+0
0.0000224000000	1.940757E+0
0.0000232000000	1.983884E+0
0.0000240000000	1.940757E+0
0.0000248000000	1.940757E+0
0.0000256000000	1.940757E+0
0.0000264000000	1.983884E+0
0.0000272000000	1.983884E+0
0.0000280000000	1.940757E+0
0.0000288000000	1.983884E+0
0.0000296000000	1.983884E+0
0.0000304000000	1.983884E+0
0.0000312000000	1.940757E+0
0.0000320000000	1.983884E+0
0.0000328000000	1.983884E+0
0.0000336000000	1.983884E+0
0.0000344000000	1.983884E+0
0.0000352000000	1.983884E+0
0.0000360000000	1.940757E+0
0.0000368000000	1.983884E+0
0.0000376000000	1.940757E+0
0.0000384000000	1.983884E+0
0.0000392000000	1.983884E+0
0.0000400000000	1.983884E+0
0.0000408000000	1.983884E+0
0.0000416000000	1.983884E+0
0.0000424000000	1.983884E+0
0.0000432000000	1.897631E+0
0.0000440000000	1.983884E+0
0.0000448000000	1.940757E+0
0.0000456000000	1.983884E+0
0.0000464000000	1.983884E+0
0.0000472000000	1.940757E+0
0.0000480000000	1.983884E+0
0.0000488000000	1.983884E+0
0.0000496000000	1.983884E+0
0.0000504000000	1.983884E+0
0.0000512000000	1.983884E+0
0.0000520000000	1.983884E+0
0.0000528000000	1.983884E+0
0.0000536000000	1.940757E+0
0.0000544000000	1.983884E+0
0.0000552000000	1.983884E+0
0.0000560000000	1.940757E+0
0.0000568000000	1.983884E+0
0.0000576000000	1.940757E+0
0.0000584000000	1.983884E+0
0.0000592000000	1.983884E+0
0.0000600000000	1.983884E+0
0.0000608000000	1.983884E+0
0.0000616000000	1.983884E+0
0.0000624000000	1.983884E+0
0.0000632000000	1.983884E+0
0.0000640000000	1.983884E+0
0.0000648000000	1.983884E+0
0.0000656000000	1.940757E+0
0.0000664000000	1.983884E+0
0.0000672000000	1.983884E+0
0.0000680000000	1.983884E+0
0.0000688000000	1.983884E+0
0.0000696000000	1.983884E+0
0.0000704000000	1.940757E+0
0.0000712000000	1.983884E+0
0.0000720000000	1.983884E+0
0.0000728000000	1.983884E+0
0.0000736000000	1.983884E+0
0.0000744000000	1.983884E+0
0.0000752000000	1.983884E+0
0.0000760000000	1.983884E+0
0.0000768000000	1.983884E+0
0.0000776000000	1.940757E+0
0.0000784000000	1.983884E+0
0.0000792000000	1.983884E+0
0.0000800000000	1.983884E+0
0.0000808000000	1.983884E+0
0.0000816000000	1.983884E+0
0.0000824000000	1.983884E+0
0.0000832000000	1.983884E+0
0.0000840000000	1.983884E+0
0.0000848000000	1.983884E+0
0.0000856000000	1.983884E+0
0.0000864000000	1.983884E+0
0.0000872000000	1.983884E+0
0.0000880000000	1.983884E+0
0.0000888000000	1.983884E+0
0.0000896000000	1.983884E+0
0.0000904000000	1.983884E+0
0.0000912000000	1.983884E+0
0.0000920000000	1.983884E+0
0.0000928000000	1.983884E+0
0.0000936000000	1.983884E+0
0.0000944000000	1.983884E+0
0.0000952000000	1.983884E+0
0.0000960000000	1.983884E+0
0.0000968000000	1.983884E+0
0.0000976000000	1.983884E+0
0.0000984000000	1.983884E+0
0.0000992000000	1.983884E+0
0.0001000000000	1.983884E+0
0.0001008000000	1.983884E+0
0.0001016000000	1.983884E+0
0.0001024000000	1.983884E+0
0.0001032000000	1.983884E+0
0.0001040000000	1.940757E+0
0.0001048000000	1.983884E+0
0.0001056000000	1.983884E+0
0.0001064000000	1.983884E+0
0.0001072000000	1.983884E+0
0.0001080000000	1.983884E+0
0.0001088000000	1.983884E+0
0.0001096000000	1.983884E+0
