Time	Ch0	Gen
0E-13	-1.109969E-3	-1.289465E-3
2.000000E-7	-1.109969E-3	-1.289465E-3
4.000000E-7	-1.109969E-3	-1.289465E-3
6.000000E-7	-1.109969E-3	-1.289465E-3
8.000000E-7	-1.109969E-3	-1.289465E-3
0.0000010000000	-1.109969E-3	-9.874430E-3
0.0000012000000	-1.109969E-3	-1.289465E-3
0.0000014000000	-1.109969E-3	-1.289465E-3
0.0000016000000	-1.109969E-3	7.295500E-3
0.0000018000000	-1.109969E-3	-1.289465E-3
0.0000020000000	-1.109969E-3	-1.289465E-3
0.0000022000000	-1.109969E-3	-1.289465E-3
0.0000024000000	-1.109969E-3	-1.289465E-3
0.0000026000000	-1.109969E-3	-9.874430E-3
0.0000028000000	-1.109969E-3	-1.289465E-3
0.0000030000000	-1.109969E-3	-1.289465E-3
0.0000032000000	-1.109969E-3	-1.289465E-3
0.0000034000000	-1.109969E-3	-1.289465E-3
0.0000036000000	-1.109969E-3	-1.289465E-3
0.0000038000000	-1.109969E-3	-1.289465E-3
0.0000040000000	-1.109969E-3	-9.874430E-3
0.0000042000000	-1.109969E-3	-1.289465E-3
0.0000044000000	4.085358E-2	-9.874430E-3
0.0000046000000	2.506713E-1	7.295500E-3
0.0000048000000	2.180994E+0	7.295500E-3
0.0000050000000	3.397937E+0	7.295500E-3
0.0000052000000	4.069354E+0	2.446543E-2
0.0000054000000	4.405063E+0	3.305039E-2
0.0000056000000	4.614880E+0	5.022032E-2
0.0000058000000	4.698807E+0	6.739025E-2
0.0000060000000	4.740771E+0	8.456018E-2
0.0000062000000	4.782734E+0	1.017301E-1
0.0000064000000	4.824698E+0	1.189000E-1
0.0000066000000	4.866662E+0	1.446549E-1
0.0000068000000	4.866662E+0	1.532399E-1
0.0000070000000	4.866662E+0	1.704098E-1
0.0000072000000	4.866662E+0	1.961647E-1
0.0000074000000	4.866662E+0	2.047497E-1
0.0000076000000	4.866662E+0	2.219196E-1
0.0000078000000	4.866662E+0	2.390896E-1
0.0000080000000	4.866662E+0	2.562595E-1
0.0000082000000	4.824698E+0	2.734294E-1
0.0000084000000	4.824698E+0	2.905993E-1
0.0000086000000	4.824698E+0	2.991843E-1
0.0000088000000	4.782734E+0	3.249392E-1
0.0000090000000	4.824698E+0	3.335242E-1
0.0000092000000	4.824698E+0	3.506941E-1
0.0000094000000	4.824698E+0	3.678640E-1
0.0000096000000	4.824698E+0	3.850340E-1
0.0000098000000	4.782734E+0	4.022039E-1
0.0000100000000	4.824698E+0	4.193738E-1
0.0000102000000	4.824698E+0	4.279588E-1
0.0000104000000	4.782734E+0	4.451287E-1
0.0000106000000	4.740771E+0	4.622986E-1
0.0000108000000	3.775609E+0	4.794686E-1
0.0000110000000	2.055104E+0	4.880535E-1
0.0000112000000	1.131906E+0	4.966385E-1
0.0000114000000	5.863797E-1	4.966385E-1
0.0000116000000	3.345984E-1	5.052235E-1
0.0000118000000	1.667442E-1	4.966385E-1
0.0000120000000	8.281713E-2	4.966385E-1
0.0000122000000	4.085358E-2	4.966385E-1
