waveform	Source signal	
t0	2/25/2020  12:08:09.938427	
delta t	1.250000E-5	

time[0]	Source signal
2/25/2020  12:08:09.938427	-9.921336E-2
2/25/2020  12:08:09.938440	1.007134E+0
2/25/2020  12:08:09.938452	-5.247317E-1
2/25/2020  12:08:09.938465	-6.949391E-1
2/25/2020  12:08:09.938477	9.220307E-1
2/25/2020  12:08:09.938490	-9.921336E-2
2/25/2020  12:08:09.938502	-8.651464E-1
2/25/2020  12:08:09.938515	8.369271E-1
2/25/2020  12:08:09.938527	7.099399E-2
2/25/2020  12:08:09.938540	-8.651464E-1
2/25/2020  12:08:09.938552	8.369271E-1
2/25/2020  12:08:09.938565	-1.410969E-2
2/25/2020  12:08:09.938577	-8.651464E-1
2/25/2020  12:08:09.938590	9.220307E-1
2/25/2020  12:08:09.938602	-9.921336E-2
2/25/2020  12:08:09.938615	-7.800428E-1
2/25/2020  12:08:09.938627	9.220307E-1
2/25/2020  12:08:09.938640	-1.843170E-1
2/25/2020  12:08:09.938652	-7.800428E-1
2/25/2020  12:08:09.938665	9.220307E-1
2/25/2020  12:08:09.938677	-1.843170E-1
2/25/2020  12:08:09.938690	-7.800428E-1
2/25/2020  12:08:09.938702	8.369271E-1
2/25/2020  12:08:09.938715	7.099399E-2
2/25/2020  12:08:09.938727	-9.502501E-1
2/25/2020  12:08:09.938740	6.667197E-1
2/25/2020  12:08:09.938752	4.965124E-1
2/25/2020  12:08:09.938765	-9.502501E-1
2/25/2020  12:08:09.938777	7.099399E-2
2/25/2020  12:08:09.938790	9.220307E-1
2/25/2020  12:08:09.938802	-6.098354E-1
2/25/2020  12:08:09.938815	-6.949391E-1
2/25/2020  12:08:09.938827	9.220307E-1
2/25/2020  12:08:09.938840	2.412013E-1
2/25/2020  12:08:09.938852	-9.502501E-1
2/25/2020  12:08:09.938865	2.412013E-1
2/25/2020  12:08:09.938877	9.220307E-1
2/25/2020  12:08:09.938890	-6.949391E-1
2/25/2020  12:08:09.938902	-5.247317E-1
2/25/2020  12:08:09.938915	9.220307E-1
2/25/2020  12:08:09.938927	-9.921336E-2
2/25/2020  12:08:09.938940	-9.502501E-1
2/25/2020  12:08:09.938952	6.667197E-1
2/25/2020  12:08:09.938965	3.263050E-1
2/25/2020  12:08:09.938977	-9.502501E-1
2/25/2020  12:08:09.938990	5.816160E-1
2/25/2020  12:08:09.939002	4.965124E-1
2/25/2020  12:08:09.939015	-1.035354E+0
2/25/2020  12:08:09.939027	4.965124E-1
2/25/2020  12:08:09.939040	4.965124E-1
2/25/2020  12:08:09.939052	-9.502501E-1
2/25/2020  12:08:09.939065	5.816160E-1
2/25/2020  12:08:09.939077	3.263050E-1
2/25/2020  12:08:09.939090	-9.502501E-1
2/25/2020  12:08:09.939102	6.667197E-1
2/25/2020  12:08:09.939115	2.412013E-1
2/25/2020  12:08:09.939127	-9.502501E-1
2/25/2020  12:08:09.939140	7.518234E-1
2/25/2020  12:08:09.939152	2.412013E-1
2/25/2020  12:08:09.939165	-9.502501E-1
2/25/2020  12:08:09.939177	5.816160E-1
2/25/2020  12:08:09.939190	4.114087E-1
2/25/2020  12:08:09.939202	-1.035354E+0
2/25/2020  12:08:09.939215	2.412013E-1
2/25/2020  12:08:09.939227	7.518234E-1
2/25/2020  12:08:09.939240	-8.651464E-1
2/25/2020  12:08:09.939252	-2.694207E-1
2/25/2020  12:08:09.939265	1.007134E+0
2/25/2020  12:08:09.939277	-1.843170E-1
2/25/2020  12:08:09.939290	-9.502501E-1
2/25/2020  12:08:09.939302	6.667197E-1
2/25/2020  12:08:09.939315	5.816160E-1
2/25/2020  12:08:09.939327	-9.502501E-1
2/25/2020  12:08:09.939340	-9.921336E-2
2/25/2020  12:08:09.939352	1.007134E+0
2/25/2020  12:08:09.939365	-3.545244E-1
2/25/2020  12:08:09.939377	-7.800428E-1
2/25/2020  12:08:09.939390	8.369271E-1
2/25/2020  12:08:09.939402	2.412013E-1
2/25/2020  12:08:09.939415	-1.035354E+0
2/25/2020  12:08:09.939427	4.114087E-1
2/25/2020  12:08:09.939440	6.667197E-1
2/25/2020  12:08:09.939452	-9.502501E-1
2/25/2020  12:08:09.939465	7.099399E-2
2/25/2020  12:08:09.939477	8.369271E-1
