Time	Ch0	Gen
0E-12	-8.788184E-1	1.736051E+0
0.000002000000	-9.209578E-1	1.736051E+0
0.000004000000	-9.209578E-1	1.650789E+0
0.000006000000	-9.630971E-1	1.650789E+0
0.000008000000	-9.630971E-1	1.650789E+0
0.000010000000	-9.209578E-1	1.693420E+0
0.000012000000	-8.788184E-1	1.736051E+0
0.000014000000	-8.788184E-1	1.736051E+0
0.000016000000	-9.209578E-1	1.693420E+0
0.000018000000	-9.209578E-1	1.736051E+0
0.000020000000	-9.209578E-1	1.736051E+0
0.000022000000	-9.209578E-1	1.736051E+0
0.000024000000	-9.209578E-1	1.778681E+0
0.000026000000	-9.209578E-1	1.736051E+0
0.000028000000	-9.630971E-1	1.736051E+0
0.000030000000	-9.630971E-1	1.736051E+0
0.000032000000	-9.209578E-1	1.736051E+0
0.000034000000	-9.209578E-1	1.736051E+0
0.000036000000	-9.209578E-1	1.736051E+0
0.000038000000	-8.788184E-1	1.736051E+0
0.000040000000	-9.209578E-1	1.650789E+0
0.000042000000	-9.630971E-1	1.650789E+0
0.000044000000	-9.630971E-1	1.650789E+0
0.000046000000	-8.788184E-1	1.693420E+0
0.000048000000	-9.209578E-1	1.693420E+0
0.000050000000	-9.209578E-1	1.693420E+0
0.000052000000	-9.209578E-1	1.650789E+0
0.000054000000	-9.630971E-1	1.650789E+0
0.000056000000	-9.209578E-1	1.693420E+0
0.000058000000	-9.209578E-1	1.736051E+0
0.000060000000	-9.209578E-1	1.736051E+0
0.000062000000	-8.788184E-1	1.736051E+0
0.000064000000	-9.630971E-1	1.693420E+0
0.000066000000	-9.630971E-1	1.693420E+0
0.000068000000	-9.209578E-1	1.693420E+0
0.000070000000	-8.788184E-1	1.736051E+0
0.000072000000	-9.209578E-1	1.736051E+0
0.000074000000	-8.788184E-1	1.736051E+0
0.000076000000	-9.209578E-1	1.693420E+0
0.000078000000	-9.630971E-1	1.693420E+0
0.000080000000	-9.630971E-1	1.693420E+0
0.000082000000	-9.209578E-1	1.693420E+0
0.000084000000	-8.788184E-1	1.736051E+0
0.000086000000	-9.209578E-1	1.736051E+0
0.000088000000	-9.630971E-1	1.693420E+0
0.000090000000	-9.630971E-1	1.693420E+0
0.000092000000	-9.209578E-1	1.693420E+0
0.000094000000	-8.788184E-1	1.693420E+0
0.000096000000	-8.788184E-1	1.736051E+0
0.000098000000	-8.788184E-1	1.736051E+0
0.000100000000	6.107945E-3	1.736051E+0
0.000102000000	-3.603141E-2	1.693420E+0
0.000104000000	6.107945E-3	1.693420E+0
0.000106000000	6.107945E-3	1.693420E+0
0.000108000000	6.107945E-3	1.778681E+0
0.000110000000	6.107945E-3	1.736051E+0
0.000112000000	6.107945E-3	1.736051E+0
0.000114000000	-3.603141E-2	1.693420E+0
0.000116000000	-3.603141E-2	1.693420E+0
0.000118000000	6.107945E-3	1.736051E+0
0.000120000000	6.107945E-3	1.736051E+0
0.000122000000	6.107945E-3	1.736051E+0
0.000124000000	-3.603141E-2	1.693420E+0
0.000126000000	6.107945E-3	1.693420E+0
0.000128000000	6.107945E-3	1.693420E+0
0.000130000000	6.107945E-3	1.693420E+0
0.000132000000	-3.603141E-2	1.650789E+0
0.000134000000	-3.603141E-2	1.650789E+0
0.000136000000	6.107945E-3	1.608158E+0
0.000138000000	6.107945E-3	1.608158E+0
0.000140000000	6.107945E-3	1.608158E+0
0.000142000000	-3.603141E-2	1.565528E+0
0.000144000000	6.107945E-3	1.480266E+0
0.000146000000	-3.603141E-2	1.395005E+0
0.000148000000	6.107945E-3	1.395005E+0
0.000150000000	6.107945E-3	1.309743E+0
0.000152000000	-3.603141E-2	1.181851E+0
0.000154000000	-3.603141E-2	1.053959E+0
0.000156000000	6.107945E-3	1.011328E+0
0.000158000000	6.107945E-3	9.260670E-1
0.000160000000	6.107945E-3	7.981748E-1
0.000162000000	-3.603141E-2	6.702826E-1
0.000164000000	-3.603141E-2	5.850212E-1
0.000166000000	-3.603141E-2	4.571290E-1
0.000168000000	6.107945E-3	4.144983E-1
0.000170000000	6.107945E-3	3.718676E-1
0.000172000000	-3.603141E-2	2.439754E-1
0.000174000000	-3.603141E-2	2.013447E-1
0.000176000000	-3.603141E-2	2.013447E-1
0.000178000000	6.107945E-3	1.587140E-1
0.000180000000	6.107945E-3	2.013447E-1
0.000182000000	-3.603141E-2	1.587140E-1
0.000184000000	-3.603141E-2	1.587140E-1
0.000186000000	-3.603141E-2	2.013447E-1
0.000188000000	6.107945E-3	2.439754E-1
0.000190000000	6.107945E-3	3.292369E-1
0.000192000000	-3.603141E-2	2.866061E-1
0.000194000000	-7.817076E-2	3.292369E-1
0.000196000000	6.107945E-3	3.292369E-1
0.000198000000	6.107945E-3	3.718676E-1
0.000200000000	6.107945E-3	3.718676E-1
0.000202000000	-3.603141E-2	3.292369E-1
0.000204000000	-7.817076E-2	2.866061E-1
0.000206000000	-3.603141E-2	3.292369E-1
0.000208000000	-3.603141E-2	3.292369E-1
0.000210000000	6.107945E-3	2.866061E-1
0.000212000000	-3.603141E-2	2.439754E-1
0.000214000000	-3.603141E-2	2.013447E-1
0.000216000000	-3.603141E-2	2.439754E-1
0.000218000000	6.107945E-3	2.439754E-1
0.000220000000	6.107945E-3	2.013447E-1
0.000222000000	-3.603141E-2	1.587140E-1
0.000224000000	-3.603141E-2	1.587140E-1
0.000226000000	6.107945E-3	2.013447E-1
0.000228000000	6.107945E-3	2.439754E-1
0.000230000000	-3.603141E-2	2.439754E-1
0.000232000000	6.107945E-3	2.013447E-1
0.000234000000	-3.603141E-2	2.013447E-1
0.000236000000	6.107945E-3	2.439754E-1
0.000238000000	6.107945E-3	2.866061E-1
0.000240000000	6.107945E-3	3.292369E-1
0.000242000000	-3.603141E-2	2.439754E-1
0.000244000000	-3.603141E-2	2.866061E-1
0.000246000000	6.107945E-3	2.866061E-1
0.000248000000	6.107945E-3	3.292369E-1
0.000250000000	6.107945E-3	2.866061E-1
0.000252000000	-3.603141E-2	2.439754E-1
0.000254000000	-3.603141E-2	2.439754E-1
0.000256000000	-3.603141E-2	2.439754E-1
0.000258000000	6.107945E-3	2.439754E-1
0.000260000000	-3.603141E-2	2.439754E-1
0.000262000000	-3.603141E-2	2.013447E-1
0.000264000000	-3.603141E-2	2.013447E-1
0.000266000000	-3.603141E-2	2.013447E-1
0.000268000000	6.107945E-3	2.439754E-1
0.000270000000	6.107945E-3	2.439754E-1
0.000272000000	-7.817076E-2	2.439754E-1
0.000274000000	-3.603141E-2	2.439754E-1
0.000276000000	6.107945E-3	2.439754E-1
0.000278000000	-3.603141E-2	2.866061E-1
0.000280000000	6.107945E-3	2.866061E-1
0.000282000000	6.107945E-3	2.439754E-1
0.000284000000	-3.603141E-2	2.439754E-1
0.000286000000	6.107945E-3	2.439754E-1
0.000288000000	6.107945E-3	2.866061E-1
0.000290000000	6.107945E-3	2.866061E-1
0.000292000000	-3.603141E-2	2.439754E-1
0.000294000000	-3.603141E-2	2.439754E-1
0.000296000000	-3.603141E-2	2.439754E-1
0.000298000000	6.107945E-3	2.866061E-1
0.000300000000	6.107945E-3	2.866061E-1
0.000302000000	-3.603141E-2	2.439754E-1
0.000304000000	-7.817076E-2	2.013447E-1
